ID_Transacao,Empresa,ID_Operador,Data_Hora,Descricao_Produto,Quantidade,Preco_Unitario,Desconto_Aplicado,Valor_Total,Metodo_Pagamento
117331,adminpmw2026,203,2026-02-26 10:00:00,Pão de Forma,4,7.5,0.0,30.0,Cartão de Crédito
117332,adminpmw2026,202,2026-02-26 16:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Cartão de Débito
117333,adminpmw2026,201,2026-02-25 12:00:00,Óleo de Soja,2,6.9,0.0,13.8,Cartão de Crédito
117334,adminpmw2026,201,2026-03-14 12:00:00,Arroz 5kg,1,24.9,0.0,24.9,PIX
117335,adminpmw2026,201,2026-01-28 17:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
117336,adminpmw2026,202,2026-03-20 17:00:00,Arroz 5kg,3,24.9,0.0,74.7,PIX
117337,adminpmw2026,205,2026-01-14 23:00:00,Pão de Forma,1,7.5,0.0,7.5,Dinheiro
117338,adminpmw2026,205,2026-02-01 09:00:00,Mussarela 1kg,2,45.9,51.96,39.84,Cartão de Crédito
117339,adminpmw2026,205,2026-01-13 02:00:00,Pão de Forma,5,7.5,23.68,13.82,Cartão de Débito
117340,adminpmw2026,202,2026-01-09 04:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
117341,adminpmw2026,202,2026-02-22 09:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
117342,adminpmw2026,203,2026-02-12 17:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
117343,adminpmw2026,205,2026-03-04 09:00:00,Patinho 1kg,1,38.9,0.0,38.9,Dinheiro
117344,adminpmw2026,204,2026-03-11 13:00:00,Café 500g,3,16.9,0.0,50.7,Cartão de Crédito
117345,adminpmw2026,202,2026-02-01 12:00:00,Patinho 1kg,1,38.9,0.0,38.9,PIX
117346,adminpmw2026,201,2026-03-16 05:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
117347,adminpmw2026,201,2026-02-08 17:00:00,Leite Integral,3,5.2,0.0,15.6,Cartão de Débito
117348,adminpmw2026,201,2026-01-06 08:00:00,Patinho 1kg,2,38.9,0.0,77.8,Cartão de Crédito
117349,adminpmw2026,204,2026-01-27 14:00:00,Leite Integral,4,5.2,0.0,20.8,Dinheiro
117350,adminpmw2026,203,2026-02-21 03:00:00,Shampoo,3,18.0,0.0,54.0,Cartão de Débito
117351,adminpmw2026,204,2026-03-12 04:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Crédito
117352,adminpmw2026,204,2026-01-08 04:00:00,Patinho 1kg,2,38.9,0.0,77.8,PIX
117353,adminpmw2026,204,2026-03-22 13:00:00,Detergente,5,2.5,0.0,12.5,Dinheiro
117354,adminpmw2026,203,2026-02-27 22:00:00,Óleo de Soja,1,6.9,0.0,6.9,Cartão de Crédito
117355,adminpmw2026,201,2026-03-07 20:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Dinheiro
117356,adminpmw2026,205,2026-01-15 11:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Crédito
117357,adminpmw2026,201,2026-01-21 08:00:00,Detergente,4,2.5,0.0,10.0,Dinheiro
117358,adminpmw2026,204,2026-02-03 10:00:00,Arroz 5kg,2,24.9,0.0,49.8,Dinheiro
117359,adminpmw2026,204,2026-02-26 07:00:00,Óleo de Soja,5,6.9,0.0,34.5,Cartão de Débito
117360,adminpmw2026,203,2026-02-11 10:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Crédito
117361,adminpmw2026,205,2026-02-17 02:00:00,Leite Integral,2,5.2,6.53,3.87,Cartão de Débito
117362,adminpmw2026,203,2026-01-12 13:00:00,Arroz 5kg,1,24.9,0.0,24.9,Dinheiro
117363,adminpmw2026,203,2026-01-22 05:00:00,Leite Integral,2,5.2,0.0,10.4,Dinheiro
117364,adminpmw2026,204,2026-01-19 03:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Cartão de Débito
117365,adminpmw2026,202,2026-02-04 13:00:00,Shampoo,1,18.0,0.0,18.0,Dinheiro
117366,adminpmw2026,204,2026-01-18 23:00:00,Café 500g,1,16.9,0.0,16.9,Dinheiro
117367,adminpmw2026,204,2026-03-29 20:00:00,Arroz 5kg,2,24.9,0.0,49.8,Dinheiro
117368,adminpmw2026,203,2026-02-17 08:00:00,Feijão 1kg,4,8.5,0.0,34.0,Cartão de Débito
117369,adminpmw2026,202,2026-01-03 03:00:00,Detergente,5,2.5,0.0,12.5,PIX
117370,adminpmw2026,204,2026-04-01 14:00:00,Café 500g,3,16.9,0.0,50.7,Dinheiro
117371,adminpmw2026,202,2026-01-09 15:00:00,Feijão 1kg,1,8.5,0.0,8.5,Cartão de Débito
117372,adminpmw2026,203,2026-02-21 00:00:00,Mussarela 1kg,3,45.9,0.0,137.7,PIX
117373,adminpmw2026,203,2026-03-13 11:00:00,Arroz 5kg,3,24.9,0.0,74.7,Cartão de Débito
117374,adminpmw2026,204,2026-01-01 11:00:00,Leite Integral,2,5.2,0.0,10.4,Cartão de Crédito
117375,adminpmw2026,205,2026-01-22 22:00:00,Arroz 5kg,3,24.9,0.0,74.7,Dinheiro
117376,adminpmw2026,203,2026-03-02 14:00:00,Pão de Forma,3,7.5,0.0,22.5,Dinheiro
117377,adminpmw2026,203,2026-03-04 11:00:00,Pão de Forma,2,7.5,0.0,15.0,Dinheiro
117378,adminpmw2026,201,2026-03-14 16:00:00,Óleo de Soja,5,6.9,0.0,34.5,Dinheiro
117379,adminpmw2026,202,2026-03-15 22:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Crédito
117380,adminpmw2026,204,2026-01-10 09:00:00,Patinho 1kg,4,38.9,0.0,155.6,Dinheiro
117381,adminpmw2026,201,2026-01-14 19:00:00,Feijão 1kg,2,8.5,0.0,17.0,PIX
117382,adminpmw2026,205,2026-02-18 05:00:00,Feijão 1kg,4,8.5,14.3,19.7,Cartão de Débito
117383,adminpmw2026,201,2026-03-28 20:00:00,Pão de Forma,1,7.5,0.0,7.5,Cartão de Débito
117384,adminpmw2026,204,2026-01-02 23:00:00,Feijão 1kg,4,8.5,0.0,34.0,Cartão de Crédito
117385,adminpmw2026,203,2026-03-25 22:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Crédito
117386,adminpmw2026,205,2026-03-14 12:00:00,Feijão 1kg,1,8.5,4.44,4.06,Cartão de Crédito
117387,adminpmw2026,205,2026-02-19 22:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
117388,adminpmw2026,205,2026-01-24 00:00:00,Óleo de Soja,1,6.9,0.0,6.9,Cartão de Crédito
117389,adminpmw2026,205,2026-02-16 22:00:00,Patinho 1kg,2,38.9,31.37,46.43,Dinheiro
117390,adminpmw2026,205,2026-03-07 22:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Crédito
117391,adminpmw2026,202,2026-01-10 21:00:00,Óleo de Soja,2,6.9,0.0,13.8,PIX
117392,adminpmw2026,205,2026-03-17 14:00:00,Leite Integral,5,5.2,12.93,13.07,Cartão de Crédito
117393,adminpmw2026,205,2026-03-14 22:00:00,Café 500g,3,16.9,20.77,29.93,Dinheiro
117394,adminpmw2026,205,2026-01-19 08:00:00,Detergente,4,2.5,0.0,10.0,Dinheiro
117395,adminpmw2026,204,2026-01-04 19:00:00,Café 500g,2,16.9,0.0,33.8,Dinheiro
117396,adminpmw2026,205,2026-03-09 14:00:00,Café 500g,5,16.9,0.0,84.5,PIX
117397,adminpmw2026,204,2026-02-03 08:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
117398,adminpmw2026,203,2026-03-31 15:00:00,Café 500g,4,16.9,0.0,67.6,Dinheiro
117399,adminpmw2026,202,2026-02-02 16:00:00,Leite Integral,3,5.2,0.0,15.6,Dinheiro
117400,adminpmw2026,204,2026-01-24 20:00:00,Shampoo,4,18.0,0.0,72.0,PIX
117401,adminpmw2026,202,2026-03-01 05:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Dinheiro
117402,adminpmw2026,201,2026-02-07 15:00:00,Shampoo,2,18.0,0.0,36.0,Dinheiro
117403,adminpmw2026,202,2026-02-09 06:00:00,Pão de Forma,3,7.5,0.0,22.5,Dinheiro
117404,adminpmw2026,204,2026-01-07 08:00:00,Feijão 1kg,3,8.5,0.0,25.5,Cartão de Crédito
117405,adminpmw2026,201,2026-03-17 10:00:00,Arroz 5kg,4,24.9,0.0,99.6,PIX
117406,adminpmw2026,205,2026-03-26 17:00:00,Pão de Forma,1,7.5,0.0,7.5,Cartão de Crédito
117407,adminpmw2026,202,2026-03-25 13:00:00,Shampoo,4,18.0,0.0,72.0,PIX
117408,adminpmw2026,205,2026-02-28 21:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Crédito
117409,adminpmw2026,203,2026-02-27 22:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Crédito
117410,adminpmw2026,205,2026-02-20 16:00:00,Óleo de Soja,5,6.9,20.38,14.12,Cartão de Débito
117411,adminpmw2026,201,2026-03-26 10:00:00,Shampoo,3,18.0,0.0,54.0,Dinheiro
117412,adminpmw2026,203,2026-01-15 19:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
117413,adminpmw2026,203,2026-02-08 06:00:00,Óleo de Soja,3,6.9,0.0,20.7,Cartão de Débito
117414,adminpmw2026,203,2026-02-22 13:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Débito
117415,adminpmw2026,202,2026-01-20 09:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Débito
117416,adminpmw2026,202,2026-02-24 22:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Débito
117417,adminpmw2026,203,2026-02-27 02:00:00,Detergente,3,2.5,0.0,7.5,Dinheiro
117418,adminpmw2026,204,2026-01-01 12:00:00,Óleo de Soja,3,6.9,0.0,20.7,Cartão de Débito
117419,adminpmw2026,204,2026-03-10 02:00:00,Shampoo,5,18.0,0.0,90.0,Cartão de Débito
117420,adminpmw2026,203,2026-02-22 06:00:00,Patinho 1kg,1,38.9,0.0,38.9,PIX
117421,adminpmw2026,204,2026-03-29 02:00:00,Arroz 5kg,3,24.9,0.0,74.7,PIX
117422,adminpmw2026,203,2026-03-07 06:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Débito
117423,adminpmw2026,203,2026-01-16 23:00:00,Arroz 5kg,4,24.9,0.0,99.6,Cartão de Crédito
117424,adminpmw2026,204,2026-02-16 22:00:00,Leite Integral,2,5.2,0.0,10.4,PIX
117425,adminpmw2026,203,2026-01-02 02:00:00,Patinho 1kg,3,38.9,0.0,116.7,Dinheiro
117426,adminpmw2026,204,2026-03-21 04:00:00,Mussarela 1kg,5,45.9,0.0,229.5,Cartão de Débito
117427,adminpmw2026,205,2026-03-29 09:00:00,Café 500g,5,16.9,54.3,30.2,Cartão de Débito
117428,adminpmw2026,204,2026-03-07 04:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
117429,adminpmw2026,204,2026-01-17 15:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
117430,adminpmw2026,203,2026-01-27 23:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Crédito
117431,adminpmw2026,202,2026-02-01 23:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Débito
117432,adminpmw2026,205,2026-03-12 03:00:00,Mussarela 1kg,5,45.9,130.82,98.68,PIX
117433,adminpmw2026,205,2026-01-10 23:00:00,Detergente,1,2.5,0.0,2.5,Cartão de Débito
117434,adminpmw2026,205,2026-01-28 06:00:00,Arroz 5kg,3,24.9,0.0,74.7,Dinheiro
117435,adminpmw2026,202,2026-01-22 20:00:00,Detergente,4,2.5,0.0,10.0,PIX
117436,adminpmw2026,201,2026-02-14 08:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Cartão de Crédito
117437,adminpmw2026,201,2026-02-06 08:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Débito
117438,adminpmw2026,205,2026-03-12 01:00:00,Mussarela 1kg,3,45.9,0.0,137.7,PIX
117439,adminpmw2026,205,2026-01-13 09:00:00,Patinho 1kg,3,38.9,74.99,41.71,Cartão de Débito
117440,adminpmw2026,204,2026-01-10 03:00:00,Café 500g,1,16.9,0.0,16.9,Dinheiro
117441,adminpmw2026,205,2026-02-25 21:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
117442,adminpmw2026,202,2026-03-15 17:00:00,Feijão 1kg,1,8.5,0.0,8.5,Cartão de Débito
117443,adminpmw2026,204,2026-01-29 02:00:00,Shampoo,1,18.0,0.0,18.0,Cartão de Crédito
117444,adminpmw2026,201,2026-02-25 11:00:00,Arroz 5kg,1,24.9,0.0,24.9,Dinheiro
117445,adminpmw2026,202,2026-02-04 05:00:00,Feijão 1kg,2,8.5,0.0,17.0,Dinheiro
117446,adminpmw2026,201,2026-02-06 11:00:00,Pão de Forma,2,7.5,0.0,15.0,PIX
117447,adminpmw2026,205,2026-02-28 02:00:00,Detergente,3,2.5,0.0,7.5,Cartão de Débito
117448,adminpmw2026,203,2026-03-18 12:00:00,Óleo de Soja,2,6.9,0.0,13.8,Dinheiro
117449,adminpmw2026,202,2026-01-21 11:00:00,Detergente,5,2.5,0.0,12.5,Cartão de Débito
117450,adminpmw2026,201,2026-01-07 01:00:00,Mussarela 1kg,3,45.9,0.0,137.7,Cartão de Débito
117451,adminpmw2026,202,2026-01-05 22:00:00,Detergente,1,2.5,0.0,2.5,Dinheiro
117452,adminpmw2026,205,2026-02-05 19:00:00,Feijão 1kg,2,8.5,0.0,17.0,PIX
117453,adminpmw2026,203,2026-02-12 04:00:00,Café 500g,2,16.9,0.0,33.8,PIX
117454,adminpmw2026,203,2026-02-15 06:00:00,Café 500g,1,16.9,0.0,16.9,Cartão de Crédito
117455,adminpmw2026,204,2026-01-01 06:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
117456,adminpmw2026,202,2026-02-22 23:00:00,Mussarela 1kg,2,45.9,0.0,91.8,PIX
117457,adminpmw2026,205,2026-03-02 05:00:00,Feijão 1kg,2,8.5,0.0,17.0,Dinheiro
117458,adminpmw2026,205,2026-01-12 19:00:00,Óleo de Soja,3,6.9,0.0,20.7,Cartão de Crédito
117459,adminpmw2026,201,2026-03-17 20:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Cartão de Crédito
117460,adminpmw2026,202,2026-03-04 21:00:00,Arroz 5kg,1,24.9,0.0,24.9,Cartão de Crédito
117461,adminpmw2026,201,2026-01-01 10:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
117462,adminpmw2026,203,2026-02-08 11:00:00,Pão de Forma,3,7.5,0.0,22.5,Cartão de Crédito
117463,adminpmw2026,203,2026-02-03 09:00:00,Arroz 5kg,5,24.9,0.0,124.5,PIX
117464,adminpmw2026,205,2026-02-10 19:00:00,Mussarela 1kg,4,45.9,0.0,183.6,PIX
117465,adminpmw2026,204,2026-03-14 16:00:00,Pão de Forma,3,7.5,0.0,22.5,Dinheiro
117466,adminpmw2026,205,2026-03-13 03:00:00,Leite Integral,2,5.2,0.0,10.4,Cartão de Crédito
117467,adminpmw2026,202,2026-01-27 15:00:00,Café 500g,5,16.9,0.0,84.5,PIX
117468,adminpmw2026,202,2026-01-09 22:00:00,Arroz 5kg,5,24.9,0.0,124.5,Cartão de Débito
117469,adminpmw2026,201,2026-01-12 10:00:00,Shampoo,4,18.0,0.0,72.0,Dinheiro
117470,adminpmw2026,204,2026-02-15 04:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Crédito
117471,adminpmw2026,203,2026-03-23 13:00:00,Leite Integral,2,5.2,0.0,10.4,Cartão de Débito
117472,adminpmw2026,202,2026-03-29 03:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Débito
117473,adminpmw2026,202,2026-01-24 07:00:00,Patinho 1kg,1,38.9,0.0,38.9,Dinheiro
117474,adminpmw2026,203,2026-02-19 03:00:00,Café 500g,4,16.9,0.0,67.6,Cartão de Débito
117475,adminpmw2026,201,2026-02-02 17:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Débito
117476,adminpmw2026,203,2026-02-11 23:00:00,Óleo de Soja,3,6.9,0.0,20.7,PIX
117477,adminpmw2026,205,2026-04-01 11:00:00,Arroz 5kg,2,24.9,0.0,49.8,Dinheiro
117478,adminpmw2026,204,2026-03-31 03:00:00,Arroz 5kg,2,24.9,0.0,49.8,Cartão de Crédito
117479,adminpmw2026,202,2026-02-27 22:00:00,Patinho 1kg,4,38.9,0.0,155.6,Cartão de Débito
117480,adminpmw2026,202,2026-01-22 17:00:00,Detergente,5,2.5,0.0,12.5,PIX
117481,adminpmw2026,202,2026-03-27 12:00:00,Pão de Forma,1,7.5,0.0,7.5,Cartão de Débito
117482,adminpmw2026,202,2026-01-19 06:00:00,Feijão 1kg,2,8.5,0.0,17.0,Cartão de Crédito
117483,adminpmw2026,202,2026-01-18 02:00:00,Leite Integral,3,5.2,0.0,15.6,PIX
117484,adminpmw2026,202,2026-01-20 02:00:00,Arroz 5kg,1,24.9,0.0,24.9,Dinheiro
117485,adminpmw2026,201,2026-01-04 02:00:00,Detergente,4,2.5,0.0,10.0,Dinheiro
117486,adminpmw2026,205,2026-03-22 16:00:00,Café 500g,5,16.9,0.0,84.5,Dinheiro
117487,adminpmw2026,201,2026-03-05 08:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
117488,adminpmw2026,203,2026-01-05 04:00:00,Óleo de Soja,3,6.9,0.0,20.7,PIX
117489,adminpmw2026,203,2026-03-23 00:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
117490,adminpmw2026,201,2026-03-02 21:00:00,Feijão 1kg,1,8.5,0.0,8.5,PIX
117491,adminpmw2026,205,2026-03-31 01:00:00,Arroz 5kg,5,24.9,0.0,124.5,PIX
117492,adminpmw2026,204,2026-01-15 03:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Débito
117493,adminpmw2026,202,2026-01-09 00:00:00,Leite Integral,2,5.2,0.0,10.4,Dinheiro
117494,adminpmw2026,204,2026-03-14 00:00:00,Patinho 1kg,4,38.9,0.0,155.6,PIX
117495,adminpmw2026,205,2026-01-20 22:00:00,Pão de Forma,1,7.5,5.59,1.91,Dinheiro
117496,adminpmw2026,204,2026-03-18 19:00:00,Café 500g,4,16.9,0.0,67.6,Dinheiro
117497,adminpmw2026,204,2026-01-06 17:00:00,Leite Integral,3,5.2,0.0,15.6,Cartão de Débito
117498,adminpmw2026,205,2026-03-05 17:00:00,Óleo de Soja,4,6.9,0.0,27.6,Dinheiro
117499,adminpmw2026,203,2026-03-07 21:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Crédito
117500,adminpmw2026,201,2026-02-14 01:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Débito
117501,adminpmw2026,204,2026-02-19 07:00:00,Leite Integral,1,5.2,0.0,5.2,Dinheiro
117502,adminpmw2026,203,2026-01-03 20:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
117503,adminpmw2026,201,2026-03-06 17:00:00,Leite Integral,4,5.2,0.0,20.8,Dinheiro
117504,adminpmw2026,205,2026-01-30 07:00:00,Patinho 1kg,3,38.9,0.0,116.7,Dinheiro
117505,adminpmw2026,203,2026-01-05 12:00:00,Patinho 1kg,5,38.9,0.0,194.5,Dinheiro
117506,adminpmw2026,203,2026-03-07 02:00:00,Óleo de Soja,5,6.9,0.0,34.5,Cartão de Crédito
117507,adminpmw2026,201,2026-01-24 09:00:00,Mussarela 1kg,2,45.9,0.0,91.8,Dinheiro
117508,adminpmw2026,204,2026-03-24 12:00:00,Leite Integral,2,5.2,0.0,10.4,PIX
117509,adminpmw2026,202,2026-02-05 07:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Débito
117510,adminpmw2026,202,2026-01-23 19:00:00,Leite Integral,4,5.2,0.0,20.8,Dinheiro
117511,adminpmw2026,203,2026-02-03 01:00:00,Mussarela 1kg,5,45.9,0.0,229.5,PIX
117512,adminpmw2026,202,2026-04-01 14:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
117513,adminpmw2026,202,2026-02-06 02:00:00,Feijão 1kg,4,8.5,0.0,34.0,PIX
117514,adminpmw2026,205,2026-01-25 11:00:00,Pão de Forma,2,7.5,9.87,5.13,PIX
117515,adminpmw2026,204,2026-03-22 19:00:00,Óleo de Soja,4,6.9,0.0,27.6,Dinheiro
117516,adminpmw2026,205,2026-03-30 12:00:00,Shampoo,4,18.0,0.0,72.0,Dinheiro
117517,adminpmw2026,202,2026-01-26 06:00:00,Óleo de Soja,5,6.9,0.0,34.5,Dinheiro
117518,adminpmw2026,201,2026-01-16 06:00:00,Mussarela 1kg,2,45.9,0.0,91.8,PIX
117519,adminpmw2026,204,2026-03-23 18:00:00,Café 500g,3,16.9,0.0,50.7,PIX
117520,adminpmw2026,205,2026-01-28 11:00:00,Óleo de Soja,5,6.9,0.0,34.5,PIX
117521,adminpmw2026,205,2026-01-02 04:00:00,Detergente,2,2.5,0.0,5.0,Cartão de Crédito
117522,adminpmw2026,205,2026-01-25 07:00:00,Patinho 1kg,5,38.9,0.0,194.5,Dinheiro
117523,adminpmw2026,205,2026-01-03 14:00:00,Óleo de Soja,1,6.9,0.0,6.9,Cartão de Débito
117524,adminpmw2026,201,2026-03-22 18:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
117525,adminpmw2026,201,2026-01-23 21:00:00,Feijão 1kg,4,8.5,0.0,34.0,Cartão de Débito
117526,adminpmw2026,204,2026-03-30 18:00:00,Leite Integral,5,5.2,0.0,26.0,Dinheiro
117527,adminpmw2026,202,2026-01-10 02:00:00,Arroz 5kg,1,24.9,0.0,24.9,Dinheiro
117528,adminpmw2026,202,2026-03-30 19:00:00,Pão de Forma,4,7.5,0.0,30.0,Cartão de Débito
117529,adminpmw2026,203,2026-03-02 01:00:00,Óleo de Soja,5,6.9,0.0,34.5,Cartão de Crédito
117530,adminpmw2026,202,2026-03-02 16:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Débito
117531,adminpmw2026,203,2026-01-29 03:00:00,Shampoo,1,18.0,0.0,18.0,PIX
117532,adminpmw2026,205,2026-02-12 17:00:00,Feijão 1kg,5,8.5,0.0,42.5,Cartão de Débito
117533,adminpmw2026,205,2026-02-20 20:00:00,Feijão 1kg,5,8.5,30.3,12.2,Cartão de Débito
117534,adminpmw2026,201,2026-01-20 07:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Crédito
117535,adminpmw2026,204,2026-02-02 02:00:00,Leite Integral,3,5.2,0.0,15.6,Dinheiro
117536,adminpmw2026,202,2026-02-09 10:00:00,Detergente,3,2.5,0.0,7.5,PIX
117537,adminpmw2026,204,2026-03-04 21:00:00,Pão de Forma,3,7.5,0.0,22.5,Dinheiro
117538,adminpmw2026,203,2026-03-29 12:00:00,Detergente,2,2.5,0.0,5.0,Dinheiro
117539,adminpmw2026,202,2026-02-12 09:00:00,Arroz 5kg,5,24.9,0.0,124.5,PIX
117540,adminpmw2026,203,2026-03-17 05:00:00,Óleo de Soja,4,6.9,0.0,27.6,Cartão de Débito
117541,adminpmw2026,204,2026-01-05 19:00:00,Leite Integral,5,5.2,0.0,26.0,Dinheiro
117542,adminpmw2026,204,2026-01-10 17:00:00,Café 500g,3,16.9,0.0,50.7,Dinheiro
117543,adminpmw2026,203,2026-01-15 16:00:00,Shampoo,2,18.0,0.0,36.0,Cartão de Débito
117544,adminpmw2026,205,2026-01-21 19:00:00,Café 500g,2,16.9,23.13,10.67,Dinheiro
117545,adminpmw2026,204,2026-01-21 15:00:00,Leite Integral,2,5.2,0.0,10.4,Cartão de Crédito
117546,adminpmw2026,204,2026-03-02 14:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
117547,adminpmw2026,205,2026-01-13 13:00:00,Detergente,2,2.5,0.0,5.0,PIX
117548,adminpmw2026,202,2026-02-28 20:00:00,Pão de Forma,4,7.5,0.0,30.0,Dinheiro
117549,adminpmw2026,205,2026-03-17 16:00:00,Arroz 5kg,5,24.9,0.0,124.5,Dinheiro
117550,adminpmw2026,203,2026-03-14 21:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
117551,adminpmw2026,203,2026-03-15 12:00:00,Patinho 1kg,4,38.9,0.0,155.6,Dinheiro
117552,adminpmw2026,204,2026-02-09 02:00:00,Mussarela 1kg,4,45.9,0.0,183.6,Cartão de Débito
117553,adminpmw2026,203,2026-01-21 04:00:00,Café 500g,5,16.9,0.0,84.5,Cartão de Débito
117554,adminpmw2026,204,2026-01-08 23:00:00,Shampoo,5,18.0,0.0,90.0,Cartão de Crédito
117555,adminpmw2026,202,2026-01-26 18:00:00,Leite Integral,1,5.2,0.0,5.2,Cartão de Débito
117556,adminpmw2026,202,2026-03-22 16:00:00,Leite Integral,5,5.2,0.0,26.0,Cartão de Crédito
117557,adminpmw2026,204,2026-03-24 17:00:00,Feijão 1kg,3,8.5,0.0,25.5,PIX
117558,adminpmw2026,201,2026-01-01 16:00:00,Feijão 1kg,2,8.5,0.0,17.0,Dinheiro
117559,adminpmw2026,204,2026-01-05 06:00:00,Óleo de Soja,5,6.9,0.0,34.5,PIX
117560,adminpmw2026,205,2026-01-06 02:00:00,Shampoo,3,18.0,0.0,54.0,Dinheiro
117561,adminpmw2026,204,2026-01-16 02:00:00,Arroz 5kg,4,24.9,0.0,99.6,PIX
117562,adminpmw2026,205,2026-03-31 11:00:00,Leite Integral,2,5.2,5.12,5.28,PIX
117563,adminpmw2026,205,2026-01-10 19:00:00,Arroz 5kg,2,24.9,0.0,49.8,Cartão de Crédito
117564,adminpmw2026,201,2026-03-02 10:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
117565,adminpmw2026,202,2026-01-04 15:00:00,Pão de Forma,3,7.5,0.0,22.5,Cartão de Crédito
117566,adminpmw2026,205,2026-02-06 14:00:00,Pão de Forma,3,7.5,10.41,12.09,PIX
117567,adminpmw2026,201,2026-01-16 11:00:00,Café 500g,2,16.9,0.0,33.8,Cartão de Crédito
117568,adminpmw2026,201,2026-03-30 06:00:00,Shampoo,4,18.0,0.0,72.0,PIX
117569,adminpmw2026,202,2026-01-21 08:00:00,Pão de Forma,1,7.5,0.0,7.5,PIX
117570,adminpmw2026,203,2026-02-13 17:00:00,Óleo de Soja,1,6.9,0.0,6.9,Cartão de Crédito
117571,adminpmw2026,204,2026-01-11 08:00:00,Óleo de Soja,1,6.9,0.0,6.9,Cartão de Crédito
117572,adminpmw2026,201,2026-03-04 19:00:00,Pão de Forma,5,7.5,0.0,37.5,Cartão de Crédito
117573,adminpmw2026,204,2026-03-15 20:00:00,Pão de Forma,2,7.5,0.0,15.0,Cartão de Crédito
117574,adminpmw2026,205,2026-03-29 15:00:00,Patinho 1kg,5,38.9,0.0,194.5,Cartão de Débito
117575,adminpmw2026,202,2026-01-16 18:00:00,Mussarela 1kg,5,45.9,0.0,229.5,PIX
117576,adminpmw2026,202,2026-02-03 12:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Crédito
117577,adminpmw2026,205,2026-01-31 02:00:00,Café 500g,2,16.9,0.0,33.8,PIX
117578,adminpmw2026,202,2026-01-31 00:00:00,Arroz 5kg,2,24.9,0.0,49.8,Cartão de Crédito
117579,adminpmw2026,202,2026-01-27 06:00:00,Pão de Forma,3,7.5,0.0,22.5,Cartão de Crédito
117580,adminpmw2026,201,2026-02-07 18:00:00,Detergente,4,2.5,0.0,10.0,Cartão de Crédito
117581,adminpmw2026,201,2026-01-22 17:00:00,Arroz 5kg,2,24.9,0.0,49.8,Dinheiro
